UserName,Review Text,Rating
kezia michaelia,"aplikasinya makin buruk. kalau loading lama banget pdahal kuota lancar banget. kenapa si makin hri makin ngebug? kalau pas dibuka, itu juga lama banget. instagram tolong diperbaiki lagi ya.",1
DMochi Zythe,"bug pada profil, tolong perbaiki bug di akun saya, bug di bagian profil lagu itu tiba tiba hilang tapi waktu saya cek pake akun lain ada, tapi di akun sendiri tidak ada, padahal pengen hapus lagu nya, tolong bug nya di perbaiki di akun saya. nanti kalau sudah saya beri rating 5",1
Si Ayem00,"permisi,,meta, saya tidak setuju kalo fitur arsip akan dihilangkan,kenapa?karna dengan adanya fitur arsip kita bisa melihat semua kenangan"" dalam fitur arsip tersebut! Saya tidak mau update kalo fitur arsip akan dihapus!! Mohon koreksinya terimakasih!",5
imelptrrr imelptrrr,"knpa ya story yg 2/3 hari sebelumnya tidak muncul di arsip, beneran uda ada fitur hapus arsip? aku kasi bintang 5 deh tapi plis jangan ada fitur itu rela post story di secc account biar bisa disimpen eh malah ada fitur itu, ini dpt ide dari manaaasiiii😭😭",5
Muhammad Syam,"Instagram?? Aplikasi sering nge-bug, Suka kesel saat liat sebuah postingan terus tiba² ngebug dan mau cari lagi susah. Tolong kasih fitur terakhir kali dilihat dong.",2
Herna Fitriana,"Udh 2 hari ini dri tgl 19 sampe sekarang, error mulu apk ini, pas mau liat reels sama postingan foto muter mulu bahkan sampe gk ada gambar trus rumek gtu pecah2 gambar nya, dahal kuota banyak loh sampe saya beli lgi malah, tolong di perbaiki, Saya gk nyaman pke nya, ke ganggu banget..",1
Vella Nisa,"jelek. pas gue dulu masih punya ig, gue logout karena isinya 18+ gajelas, padahal gue ga pernah nonton begituan, bahkan sampe ke Facebook sekalipun ketularan 18+ sampe 21+. pas masalah udah beres, dua duanya gue logout, justru malah gue gabisa login INSTAGRAM sama sekali. buat akun baru selalu ""error, harap coba lagi"", mau login akun dulu, "" terjadi kesalahan, harap coba lagi"" mau lu apa? gue udah coba berbagai cara, tetep aja ERROR GAK JELAS. gue minta developernya buat tolongin gue, please 🙏",1
Sts27,Ini kenapa sih ig saya kalau lihat reels/video ga jalan videonya. Suaranya doang yang jalan. Padahal pakai wifi. Gak pakai pun kayak gitu juga.,3
Soffi Putrisalsabila,Untuk fitur Ig nya bagus semua cuman sekarang ini Ig lagi banyak banyak nya iklan ya sedikit saran sih mending untuk apk kayak gini gak usah pake iklan bikin gak nyaman penguna udah gitu iklannya tentang judol lagi kalo bisa hilangkan aja deh iklan nya biar gak ganggu penguna,4
NIndya Firmansyah,"Ini masalah yang saya dan temen saya alamin. Saat mau buat akun baru halamannya eror dan gabisa buat akun baru, saya juga gak bisa login. Padahal mau pake aplikasi ini tapi kalo belum punya akun gabisa masuk, terus pas mau buat akun malah eror. Tolong segera diperbaiki, saya kecewa",1
Fadilah Misbah,"Mohon maap ini, kenapa kalo liat story ada video yang bisa diputar ada juga yang engga cuma muncul suara doang. setelah di-update malah suka close sendiri aplikasinya, why?",3
Intan bengawan,"Banyak bug, gw blokir org kok masih bisa muncul. Pas gw cek daftar blokiran, malah tu akun GK ada di daftar blokiran. Cek hadduh makin di update, makin hancur ni apk. Bug nya banyak banget",1
I Don't Know,"Abis diupdate malah makin ngeselin sumpah, reels sering sendat².. waktu bikin story saat musiknya diputar ulang tapi videonya tetap jalan terus bukannya ikut keulang dari awal sama musiknya",2
intan nestri wardhanny,Udah update ke versi paling baru tapi font di instastory ga update. Gimana sih? Hanya akun tertentu aja kah yg bisa menikmati fitur itu. Sebel bgt. Sampe instal ulang berkali2 tetep aja ga bisa,3
Agil C. Musadat [A.C.M],"Setelah di update Instagram sering tidak merespon & sistem android pun ikut tidak merespon, masih banyak bug menjadikan Instagram tidak berjalan dengan lancar.",2
Tarman Ghe Ghe,Buat pihak Instagram tolong perbaiki lagi setelah update ngirim pesan lama banget sampe gk kekirim² harus keluar dulu truss masuk lagi baru kekirim pesan nya tolong lah kalo update tuh benerin asw bukan nya makin parah babi,2
soraya kirani,"tolong instagram, sediakan upload foto bisa lebih dari 10 dan untuk lagu, detiknya ditambahin. Terimakasih🙏🏻",3
Eky Rendika,Aplikasi ini kenapa semakin menyebalkan ya .. story gak bisa muncul musik .. udah d update padahal tp tetsp aja .. aampek tak uninstal download lagi tetap g bisa. Hmmmmm sy lapor di pusat bantuan gak ada respon pula,5
nunu.,"Aplikasi sosial terburuk yang pernah saya alami. Akun ditangguhkan, postingan tidak bisa disukai, tidak bisa follow banyak orang untuk mengembalikan akun. Pokoknya the worst, and shouldn't exist",1
thedauw Dauw,"Hari ini 6 :11:2024 akun Instagram saya di tangguhkan dari pihak Instagram ""saya tidak memposting hal hal melanggar peraturan Instagram ""semua postingan saya foto hewan peliharaan dan foto matahari terbenam itu saja tidak ada postingan negatif . Bintang 0",2
Mutiara isfahtun,"ig tolong dong ini gua baru download tapi pas dibuka kembali sendiri ama ada tulisan ""Instagram terus berhenti"" gua udh cb cari tutor dan cobain smua tp gada yg bisa. tolong cara ngembaliin nya gmn. jangan dibaca doang ini keluhan gua",1
Siti Alwaroh,"Instagram sangat bermanfaat untuk saya, tapi sayangnya sejak tadi malam tidak bisa saya buka, bahkan saya sudah laporkan masalah ini namun belum ada respon dari instagram, padahal saya sudah kirim email untuk mendapatkan sandi untuk memulihkan akun tp tidak terkirim juga 🙈",5
Gusty paramita,"tolong dibantu kak perbaiki ig nya.. ko ig saya seperti messenjer,di bagian chat ada akun lain "" ketuk untuk memulai obrolan"" sampe chat lama saya tenggelam kebawah. tolong bantu perbaiki ka, saya sangat kesal. terimakasii",3
Crow,"saya keluar aplikasi sebentar tanpa menghapus riwayat, tapi kenapa saat saya kembali malah merefresh otomatis, saya kehilangan post yang ingin saya komentari dengan sedikit reset, dan itu menyebalkan",2
Cut Amalia P.S,"Musik di rells kenapa selalu terberhenti terus, sinyalnya sangat stabil. Tolong diperbaiki lagi!!",2
Aga Prawira,"Tidak ada notifikasi yang muncul ketika seseorang menyebut saya di kolom komentar, tolong perbaiki bug nya, meta kenapa sih gak ig gak Facebook ngebug mulu",1
Raylan Fahzam Firdaus,"tolong perbaikan nya tentang reset password, ketika saya masuk ke lupa sandi, masukan nama pengguna saya, kenapa cuma ada tulisan MAAF COBA LAGI? , masalah nya dimana yaa tolong diperbaiki",1
Diana Dewi,"Makin kesini searchingnya makin ngawur, males bangeeet isi fypnya ga lagi relatable, malah konten2 g penting, ga berbobot, ga relate, ga kenal, capek mem filter satu2 tetep aja keluar orang2 g dikenal... muak bgt",1
Hafdira Gank,"maaf untuk instagram akhir-akhir ini banyak sekali bug, saya mengalami bug tidak bisa kirim DM , tolong untuk pihak meta dan instagram agar di jaga supaya tidak ada bug terus menerus🙏",5
Zacky Vaiqazola,"Fitur Live tidak bisa saya gunakan, padahal saya sudah memenuhi semua persyaratan komunitas instagram. Saya juga sudah beri laporan tapi belum ada perubahan hingga kini, tolong pihak Instagram segera menindak lanjuti keluhan saya, terimakasih",3
Anisa Kumalasari,"terlalu banyak fitur yang tidak berguna, arsip story vidio malah ngefreeze mohon di kembalikan seperti semula, padahal tujuan up story biar bisa dilihat ulang kenangan² nya.",1
dian ramadhina,"menurut saya aplikasi instagram yang paling banyak peminat di banding apk lainnya, IG juga semakin lama semakin banyak fitur terbarunya, tapi please untuk berita bakal hilang nya fitur archive mnurutku sangat tidak bisa diterima semua orang. karena adanya fitur archive mereka(termasuk saya sendiri) bisa melihat kembali kenangan yg ada disana. SOO PLEASE JANGAN DIHILANGIN PLEASE 😥😥🙏🙏 karena nantinya juga bakalan berkurang penggunanya. semoga dipertimbangkan lagi sebelum mengambil keputusan",5
Wanda YogiNoviana,Tolong jangan hapus fitur arsip pada Instagram. Fitur arsip itu penting karena banyak cerita-cerita yang telah dihapus tetapi kisahnya tetap ada di arsip. Bagi saya kami dan seluruh pengguna fitur arsip itu sangat PENTING. Jadi tolong jangan hapus fitur arsipnya!!,1
Srinah Dewi,ada bug di bagian draf masa saya tadi simpan foto2 di dalam draf belum ada 7 hari udah kehapus kan ga masuk akal tolong dong diperbaiki bug nya kalo aplikasi nya seperti ini orang jadi males mau pake aplikasi ini aku kemarin² make aplikasi ini nggak ada kendala kok sekarang banyak kendalanya yang story ga bisa dilihat padahal baru di upload lah ini yang draf bisa hilang sendiri padahal belum 7hari,1
cintakairaa 777,"saya tidak bisa fto ketika mau foto cuman hitam aja dan kalo mau posting story gambar nya jadi blur,sudah melaporkan ke pihak Ig malah tidak ada jawaban tolong Ig banyak sekali bug saya bingung mau foto pake efek malah ga bisa tolong diperbaiki bug ini,ini sangat menyusahkan oranggg",1
Putri Maharani,"malah makin tambah jelek nih aplikasi fitur video callnya malah jadi kyk call di wa gitu, gak terbelah dua atas bawah kyk dulu skrg udh jelek amat karena banyak bug terutama pas selesai video call muncul layar putih segede Gaban hampir Menuhin layar HP terus kadang pas vc ada bug layarnya kebelah dua sebelahan jadi gak bisa liat muka full kadang ngebug juga pas vc MUKA DAN BADAN KITANYA JADI KAYAK LEBAR PLIS LAH KALAU UPDATE TUH PERBAIKI MASALAH SEBELUMNYA GAK USAH NAMBAH FITUR FITUR GAK GUNA.",1
rasya azzahraa,"Kamera di akun saya hitam atau tidak terdeteksi adanya objek yang akan diambil gambarnya entah bug atau apa, sudah berapa kali instal-pasang terus bahkan sampai reset hp karena barang kali eror dari hp saya tapi tetep ga bekerja. Saya sudah melaporkan masalah tetapi tidak ada jawaban, sangat disayangkan aplikasi bagus tapi banyak bug nya.",1
Diya Salsabila,"bingung sm ig stiap update sllu fitur barunya cm muncul di second account, sllu di akun utama ga muncul, kirain lama² bakal muncul ternyata gak, ini udh brp bulan update fitur musik di propil cm ada di second account, glrn akun utama smpe skrg ga mncl², kmrn smpt mncl skrg udh hlg lagi, GAJELAS LAH IG",1
Maulana Malik Al-fajar,"gk bisa masukin sound di profil ig utama, pdhl di akun second bisa, tolong diperbaiki agar lebih memberikan pengalaman yg baik terhadap saya dalam menggunakan aplikasi ini. Terimakasih",1
Kezia Febiola,"Instagram,kalau kata aku mending balik kayak dulu deh. Ini archieve jgn diubah dari video ke foto weii ,kenangan2ku ilang jdinya,padahal fitur archive itu paling membantu bisa jadi backup 😩 please balikin video jadi video gausah jadi foto. Please!!! Kalo udah balik aku kasih bintang 10000 deh!",1
Jihan,"Saya merasa sangat terganggu dengan masalah yang terjadi pada akun Instagram pertama saya. Keterlambatan update fitur dan batasan dalam berinteraksi dengan pengguna lain seperti tidak dapat memfollow orang, tidak bisa melihat semua following/followers akun lain secara menyeluruh, kesulitan mencari akun tertentu, dan tidak dapat melihat semua komentar pada postingan sangat menghambat pengalaman saya menggunakan Instagram. Dan tampaknya masalah ini hanya terjadi di akun pertama saya.",2
Bima Maddan Amrizal-11,"Tingkatin lagi durasi buat story ig, dan perbaiki pada saat mengupload story ig video, selalu terjadi kesalahan yg tidak jelas seperti (menunggu koneksi, tidk dapat diunggah).",4
Wika Putri,"Aplikasi ini kenapa sih, akun aku tiba-tiba gak bisa dipake, Tiba-tiba ngilang, padahal disitu ada vidio penting buat masuk OSIS, mana vidionua di galeri udah kehapus lagi, aku minta tolong kembaliin akun aku secepatnya soalnya itu penting banget.",1
M Riski,"Sinyal bagus dipake ngegame, browsing, nonton youtube 4k pun lancar.. giliran buka ig, langsung sinyal jadi jelek.. buka story loading terus, buka feed pun sama begitu.. hadeh diupdate malah makin buruk nih aplikasi ig skrng",1
Alib Rizky Pratama,"bug yang paling ngeselin adalah ketika gw mau upload story berupa video selalu menunggu koneksi, tapi pas gw coba upload story berupa foto langsung ke upload. tolong diperbaiki, gak tau ya kalau emang dari hp gw atau ignya, tolong dicek",1
A_013_I Gusti Agung Dwi Intan Pratiwi,"semakin lama, semakin gajelas. klo mau ngisi fitur baru yg bermanfaat dikit, lebih bagus perbaiki & isi fitur siapa aja yg udah ga ngikutin kita drpd tbtb ngapus archive-an. terus fungsi isi highlight di profile untuk apa klo archive-an lama dihapus? ngantuk ya?",1
chelsea wardhana,"ig ini bagus tapi setiap aku download masuk ke akun mama aku? I don't know why either.tolong buat instagram perbaiki,walau sudah bagus masi ada bug"" yang ga aku perkira.yang aku kira gakan ada bug ternyata ada,aku jiga bingung kok bisa begitu jadi instagram tolong perbaiki, dan walaupun cuman ada bug sedikit usahakan gada bug ya,instagram tetap baguss kok terimakasih.PLEASE FIX THIS BUG, INSTAGRAM",4
KOMALA SARI,"Saya dowload instagram dan menggunakannya dengan benar tpi kenapa??? Akun instagram saya harus pemulihan mulu, dan saat saya pencet rekam video untuk pemulihan malah tidak bisa dipencet dan kosong(putih saja) saya binggung",3
Imelda Qorina,"Instagram sebaiknya tetap mempertahankan fitur Archive Story, karena fitur ini sangat berguna untuk menyimpan kenangan dan momen berharga tanpa harus membagikannya secara permanen di profil. Terimakasih",5
Muhammad Alif Dandy,"diliat dari hp sendiri pake akun utama, video story yg diupload jernih tp pas orang lain yg liat resolusinya pecah dan burem, berlaku juga buat 2nd akun di hp yang sama, ngeliat story akun utama hasilnya pecah², padahal videonya 1080p dan beberapa mb aja ukurannya 🤨",1
Erika Aprianti,"tolong ya kpd pihak instagram utk tidak menghilangkan fitur arsip sorotan di ig karna arsi itu sgt menguntungkan bagi kami,utk kak menyimpan kenangan’ bersama keluarga dan teman teman,satu lagi,tolong tingkatkan kualitas video di status ig nya,setiap kali saya post video pasti selalu nge blur 🙏🏻",1
Muh. Dzul Fakhri walikram,Tolong pihak Instagram di benahi lagi kalau posting video/foto tolong kalau bisa kualitasnya jangan di kompres. Foto dan video HD ketika di upload jadinya buram,3
Nikky Bie,"Akun ditangguhkan lagi padahal bulan kemarin udah ditangguhkan juga tapi berhasil banding dan ke buka lagi , sekarang dapat notifnya karena masalah integritas akun. Tiap ditangguhkan karena masalah integritas akun terus, ini sebenarnya kenapa sih?",1
Deva Mahendra,"gatau kenapa ig storyku ga update di timeline mutual aku, tapi pas disearch baru ada. why? ini kenapa cuy, mana viewersnya jadi dikit banget, update aplikasi lancar tapi malah seperti ini. tolong lah diperbaiki secepatnya plis.",1
Nabila Alyasyifa,"instagram sungguh membuat saya merasa tidak nyaman, saya kasih nilai -11 dari 100, samping story yang kita follow harusnya jangan ada pengikut yang disarankan, sudah susah susah saya setting biar tidak ada pengikut yang disarankan, ini malah ada, ujung ujungnya kepencet, terus orangnya bingung kita siapa, jadi salah paham padahal saya tidak berniat mengikuti, saya sungguh malas dengan fitur instagram yang satu ini. saya mohon untuk menghilangkan pengikut yang disarankan di samping story.",1
Santi Difinubun,"Saya kasih bintang lima, tetapi jangan menghapus fitur arsip pada aplikasi ini. Fitur ini sangat bermanfaat bagi kami yang ingin menyimpan kenangan dan bisa di lihat kembali kapan pun. Banyak kenangan yang sudah kami bagikan dan simpan pada arsip dan tidak ingin di hilangkan, maka dari itu tolong jangan di hapus fitur tersebut🥺🙏🏻",5
32_VANIA KHANSADILA. A.R,"gajelas bgt, tiba"" hari ini g bisa di buka, udah bolak balik hapus install ttp eror, bisa ke buka sekali aja habis install itu, terus pas keluar apk mau masuk lagi malah item doang , gajelas tiba"" bgt !!!",1
Nurhasanah nuy,"ini kenapa ya Instagram, tadi pagi habis di update, sekarang malah ga bisa di buka samsek?? ke log out sendiri masaa, padahal nungguin tiba tiba keluar tiba tiba keluar, terus ga ada pemberitahuan Ig yang masuk satupun, kenapa yaa tolong dongg, habis di update bukan nya ga bermasalah ini malah bermasalah kaya gini, ayoo dong pihak Instagram gimana ini, baru di update lhoo Instagram saya, masa tiba tiba ga bisa di buka, ga ada pemberitahuan pula, kaya pemberitahuan DM atau apapun itu samsek ga ad",5
Kak saribi,"Audio tidak tersedia kenapa yaa, padahal udah cape² posting dan ketika sudah diposting audionya masih ada tpi lama kelamaan kok audionya menghilang yaa(audio tidak tersedia) TOLONG SOLUSINYA DAN DIPERBAIKI",1
